id_material;descricao;id_pedido;quantidade_pedida
686;Armário sem cabideiro - cor argila;1874;8
2870;MARTELETE PERFURADOR ROMPEDOR - 110 Volts;1873;1
706;Mesa de escritório - cor argila;1873;20
702;Mesa de apoio - cor argila;1873;6
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1873;1
500;Refrigerador, modelo doméstico, 110 Volts;1873;1
485;Bebedouro elétrico tipo pressão, 110Volts;1873;4
6483;Bebedouro para garrafão - 220v;1872;1
3228;Carro Tipo Plataforma - 500 Kg;1871;1
697;Gaveteiro volante - cor mogno;1871;12
696;Gaveteiro volante - cor argila;1871;16
806;Ventilador de Teto 110v, com 3 pás;1870;2
688;Armário-Estante - cor mogno;1868;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1867;1
686;Armário sem cabideiro - cor argila;1865;3
721;Mesa de direção - cor argila;1864;2
692;Balcão - cor argila;1863;2
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1862;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1862;2
485;Bebedouro elétrico tipo pressão, 110Volts;1861;6
6544;Ventilador de parede - bivolt;1860;4
6514;Ventilador tipo coluna/pedestal - bivolt;1860;10
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1859;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1859;1
692;Balcão - cor argila;1858;4
7310;Escada de alumínio, 6 degraus;1857;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1856;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1856;6
1314;Cadeira tipo longarina - 04 assentos - c/braços;1856;5
487;Bebedouro para garrafão - 110v;1855;1
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;1854;1
6493;Ventilador de teto 220v, com 3 pás;1853;10
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1852;1
706;Mesa de escritório - cor argila;1851;1
702;Mesa de apoio - cor argila;1851;1
696;Gaveteiro volante - cor argila;1850;5
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1849;86
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1849;10
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1849;15
7915;Carrinho para galão de água (BEC);1849;2
1312;Tablado -- cor azul (Complemento);1849;4
487;Bebedouro para garrafão - 110v;1849;4
485;Bebedouro elétrico tipo pressão, 110Volts;1849;2
806;Ventilador de Teto 110v, com 3 pás;1848;12
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1847;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1847;3
6544;Ventilador de parede - bivolt;1847;4
6514;Ventilador tipo coluna/pedestal - bivolt;1847;2
1496;Embalador de Guarda-Chuva;1847;1
706;Mesa de escritório - cor argila;1847;8
702;Mesa de apoio - cor argila;1847;8
696;Gaveteiro volante - cor argila;1847;8
692;Balcão - cor argila;1847;7
690;Armário com cabideiro - cor mogno;1847;1
686;Armário sem cabideiro - cor argila;1847;1
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;1847;1
503;Mesa para refeitório - 6 lugares;1847;1
6489;Circulador de ar - 220v;1846;1
806;Ventilador de Teto 110v, com 3 pás;1846;1
721;Mesa de direção - cor argila;1846;1
706;Mesa de escritório - cor argila;1846;2
702;Mesa de apoio - cor argila;1846;2
696;Gaveteiro volante - cor argila;1846;2
500;Refrigerador, modelo doméstico, 110 Volts;1846;1
485;Bebedouro elétrico tipo pressão, 110Volts;1846;1
487;Bebedouro para garrafão - 110v;1845;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1844;10
696;Gaveteiro volante - cor argila;1844;5
504;Circulador de ar - 110v;1844;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1843;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1842;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1841;2
1862;"Mesa em formato de ""L"" - cor mogno";1841;2
806;Ventilador de Teto 110v, com 3 pás;1840;10
806;Ventilador de Teto 110v, com 3 pás;1839;10
692;Balcão - cor argila;1838;2
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1837;1
2274;Projetor multimídia DLP 2500 lúmens;1836;1
1651;Microfone de mão sem fio;1836;1
694;Carteira escolar;1836;60
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1835;57
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1835;31
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1835;79
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1835;20
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1835;100
6483;Bebedouro para garrafão - 220v;1835;11
3228;Carro Tipo Plataforma - 500 Kg;1835;1
1313;Cadeira tipo longarina - 03 assentos - c/braços;1835;10
693;Banco de espera - bege;1835;40
683;Sofá - 2 lugares - tecido azul;1835;29
503;Mesa para refeitório - 6 lugares;1835;20
490;Cadeira para refeitório;1835;80
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1834;1
487;Bebedouro para garrafão - 110v;1833;1
485;Bebedouro elétrico tipo pressão, 110Volts;1833;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1832;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1831;1
6544;Ventilador de parede - bivolt;1830;3
806;Ventilador de Teto 110v, com 3 pás;1827;70
725;Mesa de reunião - cor argila;1827;15
713;Mesa Auxiliar - cor mogno;1827;10
704;Mesa de apoio - cor mogno;1827;20
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1826;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1826;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1825;10
6544;Ventilador de parede - bivolt;1825;6
806;Ventilador de Teto 110v, com 3 pás;1823;70
725;Mesa de reunião - cor argila;1823;15
713;Mesa Auxiliar - cor mogno;1823;10
704;Mesa de apoio - cor mogno;1823;20
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1822;1
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;1821;2
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;1820;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1819;10
1862;"Mesa em formato de ""L"" - cor mogno";1818;18
697;Gaveteiro volante - cor mogno;1818;18
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1817;12
6514;Ventilador tipo coluna/pedestal - bivolt;1816;3
704;Mesa de apoio - cor mogno;1815;2
6483;Bebedouro para garrafão - 220v;1814;1
6483;Bebedouro para garrafão - 220v;1813;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1812;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1812;10
6483;Bebedouro para garrafão - 220v;1811;1
6483;Bebedouro para garrafão - 220v;1810;1
713;Mesa Auxiliar - cor mogno;1809;2
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;1808;1
500;Refrigerador, modelo doméstico, 110 Volts;1808;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1807;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1806;5
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1805;5
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1804;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1804;2
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1804;1
1863;Mesa em formato peninsular - cor mogno;1804;2
1862;"Mesa em formato de ""L"" - cor mogno";1804;2
1312;Tablado -- cor azul (Complemento);1804;1
805;Mesa de centro - cor mogno;1804;3
802;Tablado - cor azul;1804;1
726;Mesa de reunião - cor mogno;1804;2
722;Mesa de direção - cor mogno;1804;2
691;Armário sem cabideiro - cor mogno;1804;2
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1803;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1803;14
713;Mesa Auxiliar - cor mogno;1803;2
704;Mesa de apoio - cor mogno;1803;2
697;Gaveteiro volante - cor mogno;1803;6
688;Armário-Estante - cor mogno;1803;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1802;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1801;15
6514;Ventilador tipo coluna/pedestal - bivolt;1800;3
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;1799;2
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;1798;2
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;1797;7
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;1797;1
6514;Ventilador tipo coluna/pedestal - bivolt;1796;1
504;Circulador de ar - 110v;1796;1
487;Bebedouro para garrafão - 110v;1796;1
7310;Escada de alumínio, 6 degraus;1795;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1794;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1794;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1793;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1793;3
6544;Ventilador de parede - bivolt;1793;4
6514;Ventilador tipo coluna/pedestal - bivolt;1793;2
1496;Embalador de Guarda-Chuva;1793;1
706;Mesa de escritório - cor argila;1793;8
702;Mesa de apoio - cor argila;1793;8
696;Gaveteiro volante - cor argila;1793;8
692;Balcão - cor argila;1793;7
690;Armário com cabideiro - cor mogno;1793;1
686;Armário sem cabideiro - cor argila;1793;1
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;1793;1
503;Mesa para refeitório - 6 lugares;1793;1
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1791;1
487;Bebedouro para garrafão - 110v;1791;1
485;Bebedouro elétrico tipo pressão, 110Volts;1791;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1790;2
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1789;8
6483;Bebedouro para garrafão - 220v;1788;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1786;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1786;25
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1786;3
6514;Ventilador tipo coluna/pedestal - bivolt;1786;1
806;Ventilador de Teto 110v, com 3 pás;1786;2
693;Banco de espera - bege;1786;1
692;Balcão - cor argila;1786;3
686;Armário sem cabideiro - cor argila;1786;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1785;20
6514;Ventilador tipo coluna/pedestal - bivolt;1785;2
696;Gaveteiro volante - cor argila;1784;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1783;10
6544;Ventilador de parede - bivolt;1783;6
706;Mesa de escritório - cor argila;1783;2
696;Gaveteiro volante - cor argila;1782;1
692;Balcão - cor argila;1781;4
696;Gaveteiro volante - cor argila;1780;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1779;1
696;Gaveteiro volante - cor argila;1778;1
2910;Gaveteiro volante - cor african;1777;1
696;Gaveteiro volante - cor argila;1777;1
692;Balcão - cor argila;1776;3
686;Armário sem cabideiro - cor argila;1776;1
1862;"Mesa em formato de ""L"" - cor mogno";1775;2
691;Armário sem cabideiro - cor mogno;1775;2
487;Bebedouro para garrafão - 110v;1773;1
485;Bebedouro elétrico tipo pressão, 110Volts;1773;1
487;Bebedouro para garrafão - 110v;1772;6
485;Bebedouro elétrico tipo pressão, 110Volts;1772;3
1305;Balcão cor mogno;1770;2
485;Bebedouro elétrico tipo pressão, 110Volts;1768;6
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1766;20
6514;Ventilador tipo coluna/pedestal - bivolt;1766;2
806;Ventilador de Teto 110v, com 3 pás;1766;2
706;Mesa de escritório - cor argila;1766;20
504;Circulador de ar - 110v;1766;1
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;1765;1
806;Ventilador de Teto 110v, com 3 pás;1764;2
500;Refrigerador, modelo doméstico, 110 Volts;1763;2
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1762;10
500;Refrigerador, modelo doméstico, 110 Volts;1762;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1761;10
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;1761;1
806;Ventilador de Teto 110v, com 3 pás;1761;7
686;Armário sem cabideiro - cor argila;1761;3
487;Bebedouro para garrafão - 110v;1761;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1760;10
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1760;15
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1760;5
500;Refrigerador, modelo doméstico, 110 Volts;1759;1
504;Circulador de ar - 110v;1758;5
6514;Ventilador tipo coluna/pedestal - bivolt;1757;5
6493;Ventilador de teto 220v, com 3 pás;1757;10
692;Balcão - cor argila;1756;4
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1755;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1755;6
1314;Cadeira tipo longarina - 04 assentos - c/braços;1755;5
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1754;1
500;Refrigerador, modelo doméstico, 110 Volts;1753;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1750;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1750;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1750;1
504;Circulador de ar - 110v;1749;5
6544;Ventilador de parede - bivolt;1748;4
6514;Ventilador tipo coluna/pedestal - bivolt;1748;10
706;Mesa de escritório - cor argila;1747;1
702;Mesa de apoio - cor argila;1747;1
696;Gaveteiro volante - cor argila;1746;5
713;Mesa Auxiliar - cor mogno;1745;1
704;Mesa de apoio - cor mogno;1745;1
7311;Escada de alumínio, 8 degraus;1744;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1743;4
706;Mesa de escritório - cor argila;1743;4
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1742;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1742;10
806;Ventilador de Teto 110v, com 3 pás;1742;8
487;Bebedouro para garrafão - 110v;1742;4
7915;Carrinho para galão de água (BEC);1741;1
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;1741;1
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;1741;2
1706;Mesa redonda para acomodação de 6 pessoas;1741;2
713;Mesa Auxiliar - cor mogno;1741;2
704;Mesa de apoio - cor mogno;1741;2
702;Mesa de apoio - cor argila;1741;6
696;Gaveteiro volante - cor argila;1741;8
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1740;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1740;20
7311;Escada de alumínio, 8 degraus;1740;2
7309;Escada de alumínio, 3 degraus;1740;6
6544;Ventilador de parede - bivolt;1740;6
6514;Ventilador tipo coluna/pedestal - bivolt;1740;12
3451;Carrinho Tipo Plataforma - 800 Kg;1740;1
3228;Carro Tipo Plataforma - 500 Kg;1740;1
2870;MARTELETE PERFURADOR ROMPEDOR - 110 Volts;1740;1
1862;"Mesa em formato de ""L"" - cor mogno";1740;1
1706;Mesa redonda para acomodação de 6 pessoas;1740;3
1496;Embalador de Guarda-Chuva;1740;1
1315;Cadeira tipo longarina - 05 assentos - c/braços;1740;30
721;Mesa de direção - cor argila;1740;1
706;Mesa de escritório - cor argila;1740;5
696;Gaveteiro volante - cor argila;1740;3
693;Banco de espera - bege;1740;2
692;Balcão - cor argila;1740;1
683;Sofá - 2 lugares - tecido azul;1740;4
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1740;1
516;Máquina de calcular eletrônica;1740;2
504;Circulador de ar - 110v;1740;10
503;Mesa para refeitório - 6 lugares;1740;1
490;Cadeira para refeitório;1740;18
487;Bebedouro para garrafão - 110v;1740;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1739;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1739;5
1305;Balcão cor mogno;1739;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1738;5
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1737;5
706;Mesa de escritório - cor argila;1737;5
702;Mesa de apoio - cor argila;1737;5
696;Gaveteiro volante - cor argila;1737;4
692;Balcão - cor argila;1737;1
686;Armário sem cabideiro - cor argila;1737;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1736;3
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1736;5
1305;Balcão cor mogno;1736;1
696;Gaveteiro volante - cor argila;1736;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1734;86
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1734;15
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1734;30
7915;Carrinho para galão de água (BEC);1734;2
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;1734;1
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;1734;4
2870;MARTELETE PERFURADOR ROMPEDOR - 110 Volts;1734;1
1706;Mesa redonda para acomodação de 6 pessoas;1734;3
1705;Mesa redonda para acomodação de 4 pessoas;1734;2
1312;Tablado -- cor azul (Complemento);1734;4
806;Ventilador de Teto 110v, com 3 pás;1734;4
805;Mesa de centro - cor mogno;1734;4
726;Mesa de reunião - cor mogno;1734;2
725;Mesa de reunião - cor argila;1734;4
721;Mesa de direção - cor argila;1734;8
706;Mesa de escritório - cor argila;1734;45
702;Mesa de apoio - cor argila;1734;15
697;Gaveteiro volante - cor mogno;1734;20
696;Gaveteiro volante - cor argila;1734;60
690;Armário com cabideiro - cor mogno;1734;4
688;Armário-Estante - cor mogno;1734;4
686;Armário sem cabideiro - cor argila;1734;20
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;1734;1
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1734;1
500;Refrigerador, modelo doméstico, 110 Volts;1734;1
487;Bebedouro para garrafão - 110v;1734;4
485;Bebedouro elétrico tipo pressão, 110Volts;1734;4
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1732;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1732;10
1316;Cadeira tipo longarina - 06 assentos - c/braços;1731;6
1314;Cadeira tipo longarina - 04 assentos - c/braços;1730;12
1313;Cadeira tipo longarina - 03 assentos - c/braços;1730;14
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1729;1
726;Mesa de reunião - cor mogno;1729;1
803;Carrinho Tipo Bagageiro - 100 Kg;1728;2
6544;Ventilador de parede - bivolt;1727;6
6514;Ventilador tipo coluna/pedestal - bivolt;1727;7
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1726;1
7309;Escada de alumínio, 3 degraus;1726;1
487;Bebedouro para garrafão - 110v;1726;1
1305;Balcão cor mogno;1725;2
805;Mesa de centro - cor mogno;1725;1
696;Gaveteiro volante - cor argila;1724;1
487;Bebedouro para garrafão - 110v;1723;2
490;Cadeira para refeitório;1722;4
6544;Ventilador de parede - bivolt;1721;5
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1720;30
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1719;30
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1718;3
1316;Cadeira tipo longarina - 06 assentos - c/braços;1717;6
1314;Cadeira tipo longarina - 04 assentos - c/braços;1717;12
1313;Cadeira tipo longarina - 03 assentos - c/braços;1717;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1716;3
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1716;10
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1716;10
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;1716;1
806;Ventilador de Teto 110v, com 3 pás;1716;15
686;Armário sem cabideiro - cor argila;1716;3
487;Bebedouro para garrafão - 110v;1716;5
722;Mesa de direção - cor mogno;1715;1
654;Cadeira fixa - tecido ametista;1714;8
704;Mesa de apoio - cor mogno;1713;2
696;Gaveteiro volante - cor argila;1713;30
722;Mesa de direção - cor mogno;1712;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;1711;1
726;Mesa de reunião - cor mogno;1711;1
722;Mesa de direção - cor mogno;1711;1
6485;Refrigerador, modelo doméstico, 220 Volts;1710;1
803;Carrinho Tipo Bagageiro - 100 Kg;1709;2
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;1708;2
722;Mesa de direção - cor mogno;1708;2
713;Mesa Auxiliar - cor mogno;1708;2
697;Gaveteiro volante - cor mogno;1708;4
696;Gaveteiro volante - cor argila;1708;2
6485;Refrigerador, modelo doméstico, 220 Volts;1707;1
696;Gaveteiro volante - cor argila;1706;27
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;1705;10
500;Refrigerador, modelo doméstico, 110 Volts;1705;3
696;Gaveteiro volante - cor argila;1704;27
706;Mesa de escritório - cor argila;1703;8
721;Mesa de direção - cor argila;1702;1
706;Mesa de escritório - cor argila;1701;2
504;Circulador de ar - 110v;1701;10
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1700;20
1314;Cadeira tipo longarina - 04 assentos - c/braços;1700;4
691;Armário sem cabideiro - cor mogno;1700;1
683;Sofá - 2 lugares - tecido azul;1700;4
504;Circulador de ar - 110v;1700;25
487;Bebedouro para garrafão - 110v;1700;13
485;Bebedouro elétrico tipo pressão, 110Volts;1700;21
7915;Carrinho para galão de água (BEC);1699;1
3228;Carro Tipo Plataforma - 500 Kg;1699;1
3063;Carrinho Tipo Caixa em Tela - 500 Kg;1699;1
2717;Carrinho Tipo Abastecimento - 300 Kg;1699;2
803;Carrinho Tipo Bagageiro - 100 Kg;1699;1
806;Ventilador de Teto 110v, com 3 pás;1698;12
704;Mesa de apoio - cor mogno;1697;2
688;Armário-Estante - cor mogno;1697;2
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1696;1
487;Bebedouro para garrafão - 110v;1696;3
485;Bebedouro elétrico tipo pressão, 110Volts;1696;1
496;Forno de microondas - 110v;1694;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1693;20
3014;Escada - 16 degraus;1693;1
3010;Escada - 12 degraus;1693;1
3006;Escada - 8 degraus;1693;1
3003;Escada - 4 degraus;1693;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;1693;4
803;Carrinho Tipo Bagageiro - 100 Kg;1693;2
702;Mesa de apoio - cor argila;1693;5
691;Armário sem cabideiro - cor mogno;1693;1
688;Armário-Estante - cor mogno;1693;2
683;Sofá - 2 lugares - tecido azul;1693;4
504;Circulador de ar - 110v;1693;50
487;Bebedouro para garrafão - 110v;1693;13
485;Bebedouro elétrico tipo pressão, 110Volts;1693;21
692;Balcão - cor argila;1690;1
692;Balcão - cor argila;1689;1
1305;Balcão cor mogno;1688;2
704;Mesa de apoio - cor mogno;1688;2
696;Gaveteiro volante - cor argila;1688;30
654;Cadeira fixa - tecido ametista;1688;8
7915;Carrinho para galão de água (BEC);1687;1
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1686;1
500;Refrigerador, modelo doméstico, 110 Volts;1686;1
496;Forno de microondas - 110v;1686;1
7311;Escada de alumínio, 8 degraus;1685;1
692;Balcão - cor argila;1684;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;1683;20
706;Mesa de escritório - cor argila;1683;10
1312;Tablado -- cor azul (Complemento);1681;1
1312;Tablado -- cor azul (Complemento);1680;8
692;Balcão - cor argila;1679;2
772;Extintor de incêndio tipo pó químico de 6 Kg;1678;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;1678;1
769;Extintor de incêndio do tipo CO 2 (gás carbônico) de 6 kg;1678;4
7311;Escada de alumínio, 8 degraus;1677;1
7310;Escada de alumínio, 6 degraus;1677;1
6514;Ventilador tipo coluna/pedestal - bivolt;1677;2
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;1677;1
487;Bebedouro para garrafão - 110v;1677;4
6544;Ventilador de parede - bivolt;1675;6
6514;Ventilador tipo coluna/pedestal - bivolt;1675;7
